id,correct,b_correct,flip_type,n_tool_calls
body_measurements_037,True,True,no_change,0
gynecology_pregnancy_053,False,False,no_change,0
body_measurements_038,True,False,wrong_to_right,4
dietary_046,True,True,no_change,4
dosage_050,False,False,no_change,0
geriatric_medicine_023,False,False,no_change,0
urology_nephrology_040,True,True,no_change,0
hematology_054,False,False,no_change,0
cardiovascular_system_062,True,True,no_change,0
bmi_020,True,True,no_change,0
dietary_047,False,False,no_change,0
pulmonary_040,True,True,no_change,0
body_measurements_039,False,False,no_change,0
body_measurements_040,False,False,no_change,0
gynecology_pregnancy_054,False,False,no_change,0
body_measurements_041,False,False,no_change,0
addiction_medicine_034,False,False,no_change,0
addiction_medicine_035,True,True,no_change,0
dietary_048,False,False,no_change,4
dietary_049,False,False,no_change,4
dietary_050,True,True,no_change,0
cardiovascular_system_063,True,True,no_change,0
cardiovascular_system_064,False,False,no_change,0
dosage_051,True,True,no_change,0
cardiovascular_system_065,True,True,no_change,0
gynecology_pregnancy_055,False,False,no_change,0
metabolic_disorders_018,False,False,no_change,0
metabolic_disorders_019,False,False,no_change,0
addiction_medicine_036,False,False,no_change,0
gynecology_pregnancy_056,True,True,no_change,0
electrolytes_fluids_042,True,True,no_change,0
cardiovascular_system_066,False,False,no_change,0
pulmonary_041,True,True,no_change,0
hematology_055,True,False,wrong_to_right,5
hematology_056,True,True,no_change,4
cardiovascular_system_067,True,True,no_change,0
dosage_052,False,False,no_change,0
electrolytes_fluids_043,False,False,no_change,0
electrolytes_fluids_044,True,True,no_change,0
dosage_053,True,True,no_change,0
addiction_medicine_037,True,True,no_change,0
cardiovascular_system_068,False,False,no_change,0
cardiovascular_system_069,False,False,no_change,0
cardiovascular_system_070,True,True,no_change,0
gynecology_pregnancy_057,False,True,right_to_wrong,0
dietary_051,False,False,no_change,0
gynecology_pregnancy_058,True,True,no_change,4
urology_nephrology_041,False,True,right_to_wrong,2
cardiovascular_system_071,True,True,no_change,4
diabetes_025,True,True,no_change,0
pediatric_032,True,True,no_change,0
dietary_052,False,False,no_change,0
gynecology_pregnancy_059,True,True,no_change,4
urology_nephrology_042,True,True,no_change,0
dietary_053,True,False,wrong_to_right,0
addiction_medicine_038,False,False,no_change,0
dosage_054,False,False,no_change,0
gynecology_pregnancy_060,True,True,no_change,4
cardiovascular_system_072,True,True,no_change,4
gynecology_pregnancy_061,False,False,no_change,0
dosage_055,False,False,no_change,1
dietary_054,True,True,no_change,0
cardiovascular_system_073,True,False,wrong_to_right,0
cardiovascular_system_074,True,True,no_change,5
cardiovascular_system_075,True,False,wrong_to_right,4
pediatric_033,False,False,no_change,0
hematology_057,True,True,no_change,0
addiction_medicine_039,False,False,no_change,0
cardiovascular_system_076,False,False,no_change,0
body_measurements_042,False,False,no_change,0
dietary_055,True,True,no_change,4
gynecology_pregnancy_062,False,False,no_change,0
intensive_emergency_care_034,True,True,no_change,0
percentile_017,False,False,no_change,0
gynecology_pregnancy_063,False,False,no_change,0
body_measurements_043,True,True,no_change,0
dietary_056,True,True,no_change,0
dietary_057,False,False,no_change,0
dosage_056,False,False,no_change,0
dosage_057,True,True,no_change,4
digestive_system_025,False,False,no_change,0
pulmonary_042,True,True,no_change,4
pulmonary_043,True,True,no_change,0
pulmonary_044,False,False,no_change,6
gynecology_pregnancy_064,True,True,no_change,0
cardiovascular_system_077,False,True,right_to_wrong,0
dietary_058,True,False,wrong_to_right,4
gynecology_pregnancy_065,False,False,no_change,0
dietary_059,False,False,no_change,0
pulmonary_045,True,True,no_change,0
gynecology_pregnancy_066,False,False,no_change,0
dosage_058,False,False,no_change,0
hematology_058,True,True,no_change,0
urology_nephrology_043,True,True,no_change,5
dietary_060,False,False,no_change,4
hematology_059,False,False,no_change,0
cardiovascular_system_078,True,True,no_change,0
hematology_060,True,True,no_change,0
intensive_emergency_care_035,False,False,no_change,0
dietary_061,False,False,no_change,0
gynecology_pregnancy_067,True,True,no_change,6
body_measurements_044,True,True,no_change,0
cardiovascular_system_079,False,False,no_change,0
gynecology_pregnancy_068,True,True,no_change,0
pediatric_034,False,False,no_change,0
sleep_017,True,True,no_change,0
dosage_059,True,True,no_change,0
cardiovascular_system_080,False,False,no_change,0
gynecology_pregnancy_069,True,True,no_change,0
pulmonary_046,True,True,no_change,0
cardiovascular_system_081,False,False,no_change,0
electrolytes_fluids_045,True,True,no_change,0
body_measurements_045,True,True,no_change,0
gynecology_pregnancy_070,False,False,no_change,0
gynecology_pregnancy_071,True,True,no_change,0
urology_nephrology_044,True,True,no_change,0
urology_nephrology_045,True,True,no_change,0
pulmonary_047,False,False,no_change,0
intensive_emergency_care_036,True,True,no_change,0
dietary_062,False,False,no_change,0
diabetes_026,True,True,no_change,0
cardiovascular_system_082,True,True,no_change,0
cardiovascular_system_083,False,False,no_change,0
gynecology_pregnancy_072,False,False,no_change,0
cardiovascular_system_084,False,False,no_change,0
intensive_emergency_care_037,True,True,no_change,4
body_measurements_046,False,False,no_change,0
dietary_063,False,False,no_change,0
intensive_emergency_care_038,True,True,no_change,4
intensive_emergency_care_039,False,False,no_change,0
intensive_emergency_care_040,False,False,no_change,0
electrolytes_fluids_046,False,True,right_to_wrong,0
electrolytes_fluids_047,False,False,no_change,0
electrolytes_fluids_048,False,False,no_change,0
electrolytes_fluids_049,True,True,no_change,0
gynecology_pregnancy_073,True,True,no_change,0
addiction_medicine_041,False,False,no_change,0
dosage_060,False,False,no_change,3
cardiovascular_system_085,False,False,no_change,0
dietary_064,True,True,no_change,0
gynecology_pregnancy_074,True,True,no_change,0
cardiovascular_system_086,False,False,no_change,0
cardiovascular_system_087,False,True,right_to_wrong,4
dosage_061,False,False,no_change,0
urology_nephrology_046,True,True,no_change,0
urology_nephrology_047,False,False,no_change,0
electrolytes_fluids_050,True,True,no_change,0
pulmonary_048,False,False,no_change,0
dietary_065,True,True,no_change,0
body_measurements_047,True,True,no_change,0
diabetes_027,True,True,no_change,0
dietary_067,False,False,no_change,0
body_measurements_048,True,True,no_change,0
dietary_068,True,True,no_change,4
electrolytes_fluids_051,True,True,no_change,0
hematology_061,True,True,no_change,0
hematology_062,False,False,no_change,0
hematology_063,False,False,no_change,0
electrolytes_fluids_052,True,True,no_change,0
dosage_062,False,False,no_change,1
addiction_medicine_042,False,False,no_change,0
urology_nephrology_048,False,True,right_to_wrong,0
urology_nephrology_049,True,True,no_change,0
hematology_064,True,True,no_change,0
dosage_063,False,False,no_change,0
intensive_emergency_care_041,False,False,no_change,0
hematology_065,True,True,no_change,0
electrolytes_fluids_053,False,False,no_change,0
cardiovascular_system_088,True,True,no_change,4
electrolytes_fluids_054,True,True,no_change,0
digestive_system_026,True,True,no_change,0
addiction_medicine_043,False,False,no_change,0
pediatric_035,False,False,no_change,0
pediatric_036,True,True,no_change,0
body_measurements_049,True,True,no_change,4
gynecology_pregnancy_075,True,True,no_change,4
body_measurements_050,False,False,no_change,4
dietary_069,False,False,no_change,0
dosage_064,False,False,no_change,0
geriatric_medicine_024,True,False,wrong_to_right,0
urology_nephrology_050,True,True,no_change,0
hematology_066,False,False,no_change,0
cardiovascular_system_089,False,False,no_change,0
bmi_021,False,False,no_change,0
dietary_070,False,False,no_change,0
pulmonary_049,False,False,no_change,0
body_measurements_051,False,False,no_change,0
body_measurements_052,False,False,no_change,0
gynecology_pregnancy_076,False,False,no_change,0
body_measurements_053,True,True,no_change,4
addiction_medicine_044,False,False,no_change,0
addiction_medicine_045,True,True,no_change,0
dietary_071,False,False,no_change,4
dietary_072,False,False,no_change,0
dietary_073,False,False,no_change,0
cardiovascular_system_090,True,True,no_change,0
cardiovascular_system_091,False,False,no_change,0
dosage_065,True,True,no_change,0
cardiovascular_system_092,True,True,no_change,0
gynecology_pregnancy_077,False,False,no_change,5
metabolic_disorders_020,False,False,no_change,0
metabolic_disorders_021,False,False,no_change,0
addiction_medicine_046,False,False,no_change,0
gynecology_pregnancy_078,True,True,no_change,0
electrolytes_fluids_055,True,True,no_change,0
electrolytes_fluids_056,True,True,no_change,0
cardiovascular_system_093,False,False,no_change,0
pulmonary_050,True,True,no_change,0
hematology_067,True,True,no_change,6
hematology_068,True,True,no_change,0
cardiovascular_system_094,True,True,no_change,0
dosage_066,False,False,no_change,3
electrolytes_fluids_057,True,True,no_change,0
electrolytes_fluids_058,True,True,no_change,0
dosage_067,True,True,no_change,0
addiction_medicine_047,True,True,no_change,0
cardiovascular_system_095,True,True,no_change,0
cardiovascular_system_096,False,True,right_to_wrong,0
cardiovascular_system_097,True,True,no_change,0
gynecology_pregnancy_079,True,True,no_change,0
dietary_074,False,False,no_change,0
gynecology_pregnancy_080,True,True,no_change,4
urology_nephrology_051,True,True,no_change,6
cardiovascular_system_098,False,False,no_change,0
diabetes_028,True,True,no_change,0
pediatric_037,True,True,no_change,0
dietary_075,False,False,no_change,0
gynecology_pregnancy_081,True,True,no_change,4
urology_nephrology_052,True,True,no_change,0
dietary_076,False,False,no_change,0
addiction_medicine_048,False,False,no_change,0
dosage_068,False,False,no_change,0
gynecology_pregnancy_082,True,True,no_change,4
cardiovascular_system_099,True,True,no_change,4
gynecology_pregnancy_083,False,False,no_change,0
dosage_069,False,False,no_change,0
dietary_077,True,True,no_change,0
cardiovascular_system_100,False,False,no_change,0
cardiovascular_system_101,False,False,no_change,0
cardiovascular_system_102,True,True,no_change,4
pediatric_038,False,False,no_change,0
hematology_069,True,True,no_change,0
addiction_medicine_049,False,False,no_change,0
cardiovascular_system_103,False,False,no_change,0
body_measurements_054,False,False,no_change,0
dietary_078,False,False,no_change,0
gynecology_pregnancy_084,True,True,no_change,0
intensive_emergency_care_042,True,True,no_change,0
percentile_018,False,False,no_change,0
gynecology_pregnancy_085,False,False,no_change,0
body_measurements_055,True,True,no_change,0
dietary_079,True,True,no_change,0
dietary_080,False,False,no_change,5
dosage_070,True,True,no_change,5
dosage_071,False,False,no_change,0
digestive_system_027,False,False,no_change,0
pulmonary_051,True,True,no_change,4
pulmonary_052,True,True,no_change,0
pulmonary_053,True,True,no_change,4
gynecology_pregnancy_086,True,True,no_change,0
cardiovascular_system_104,False,False,no_change,0
dietary_081,False,False,no_change,4
gynecology_pregnancy_087,False,False,no_change,0
dietary_082,False,False,no_change,0
pulmonary_054,False,False,no_change,0
gynecology_pregnancy_088,True,True,no_change,0
dosage_072,False,False,no_change,1
hematology_070,True,True,no_change,0
urology_nephrology_053,False,False,no_change,0
dietary_083,False,False,no_change,0
hematology_071,False,False,no_change,0
cardiovascular_system_105,True,True,no_change,0
hematology_072,True,True,no_change,0
intensive_emergency_care_043,False,False,no_change,0
dietary_084,False,False,no_change,0
gynecology_pregnancy_089,False,False,no_change,0
body_measurements_056,True,True,no_change,0
cardiovascular_system_106,False,False,no_change,0
gynecology_pregnancy_090,True,True,no_change,0
pediatric_039,True,True,no_change,0
sleep_018,True,True,no_change,0
dosage_073,True,True,no_change,0
cardiovascular_system_107,False,False,no_change,0
gynecology_pregnancy_091,True,True,no_change,0
pulmonary_055,True,True,no_change,0
cardiovascular_system_108,False,False,no_change,0
electrolytes_fluids_059,True,True,no_change,0
body_measurements_057,True,True,no_change,4
gynecology_pregnancy_092,False,False,no_change,0
gynecology_pregnancy_093,True,True,no_change,0
urology_nephrology_054,True,True,no_change,0
urology_nephrology_055,True,True,no_change,0
pulmonary_056,False,False,no_change,0
intensive_emergency_care_044,False,False,no_change,0
dietary_085,False,False,no_change,0
diabetes_029,False,False,no_change,0
cardiovascular_system_109,True,True,no_change,0
cardiovascular_system_110,True,True,no_change,4
gynecology_pregnancy_094,False,False,no_change,0
cardiovascular_system_111,False,False,no_change,0
intensive_emergency_care_045,True,True,no_change,0
body_measurements_058,False,False,no_change,0
dietary_086,False,False,no_change,0
intensive_emergency_care_046,False,True,right_to_wrong,0
intensive_emergency_care_047,False,False,no_change,0
intensive_emergency_care_048,False,False,no_change,0
electrolytes_fluids_060,False,False,no_change,0
electrolytes_fluids_061,False,False,no_change,0
electrolytes_fluids_062,False,False,no_change,0
electrolytes_fluids_063,True,True,no_change,0
gynecology_pregnancy_095,True,True,no_change,0
addiction_medicine_051,False,False,no_change,0
dosage_074,True,False,wrong_to_right,0
cardiovascular_system_112,False,False,no_change,0
dietary_087,True,True,no_change,0
gynecology_pregnancy_096,True,True,no_change,0
cardiovascular_system_113,True,False,wrong_to_right,4
cardiovascular_system_114,False,False,no_change,0
dosage_075,False,False,no_change,0
urology_nephrology_056,True,True,no_change,0
urology_nephrology_057,True,True,no_change,0
electrolytes_fluids_064,True,True,no_change,0
pulmonary_057,False,False,no_change,0
dietary_088,True,True,no_change,0
body_measurements_059,False,False,no_change,0
diabetes_030,True,True,no_change,0
dietary_090,False,False,no_change,4
body_measurements_060,True,True,no_change,0
dietary_091,False,False,no_change,0
electrolytes_fluids_065,True,True,no_change,0
